Sensor load, Sensor distance, Program load, Program distance
-670340.0,212,747.8898219288853,209.42881910999807
-674870.0,211,752.9511303273274,208.4656135619341
-680684.0,211,759.4470347486389,208.4656135619341
-679802.0,210,758.4615879478827,207.50240801387017
-678720.0,213,757.2526838226919,210.39202465806204
-688554.0,216,768.2400804651375,213.2816413022539
-689800.0,215,769.6322195963645,212.31843575418995
-695846.0,215,776.38733451402,212.31843575418995
-697016.0,216,777.694559861962,213.2816413022539
-703334.0,214,784.7535767408485,211.35523020612598
-708572.0,215,790.6059240677888,212.31843575418995
-712774.0,216,795.3007624541581,213.2816413022539
-712976.0,217,795.526454351837,214.24484685031786
-714398.0,216,797.1152359285664,213.2816413022539
-717876.0,216,801.0011588004828,213.2816413022539
-718238.0,215,801.4056165577093,212.31843575418995
-716520.0,216,799.4861181408168,213.2816413022539
-715078.0,218,797.8749908316438,215.20805239838182
-723272.0,219,807.0300374137263,216.17125794644576
-723838.0,216,807.662421641876,213.2816413022539
-729056.0,218,813.4924232363727,215.20805239838182
-727702.0,218,811.9796171499509,215.20805239838182
-730100.0,217,814.658870469921,214.24484685031786
-734786.0,215,819.8944755814217,212.31843575418995
-737104.0,217,822.4843459716179,214.24484685031786
-743638.0,220,829.7846967608938,217.13446349450973
-740808.0,217,826.6227756201453,214.24484685031786
-745202.0,219,831.5321330379718,216.17125794644576
-748192.0,219,834.8728200382678,216.17125794644576
-753754.0,222,841.0871682307919,219.06087459063764
-751444.0,222,838.5062361335732,219.06087459063764
-759126.0,221,847.0892319651033,218.09766904257367
-757360.0,225,845.1161037903463,221.9504912348295
-763434.0,223,851.9025027334228,220.0240801387016
-761964.0,223,850.2600913988291,220.0240801387016
-760126.0,223,848.2065185872758,220.0240801387016
-759140.0,223,847.1048739778136,220.0240801387016
-758082.0,223,845.922784731555,220.0240801387016
-757116.0,225,844.8434858545362,221.9504912348295
-756562.0,217,844.2245090658525,214.24484685031786
-755796.0,220,843.3686675132684,217.13446349450973
-755354.0,221,842.8748268262681,218.09766904257367
-755144.0,225,842.6401966356118,221.9504912348295
-754906.0,222,842.3742824195348,219.06087459063764
-754300.0,221,841.6972067264982,218.09766904257367
-754086.0,219,841.4581073893532,216.17125794644576
-753924.0,223,841.2771069565613,220.0240801387016
-753182.0,223,840.4480802829091,220.0240801387016
-753624.0,224,840.9419209699095,220.98728568676555
-753210.0,223,840.4793643083301,220.0240801387016
-752896.0,223,840.1285363089679,220.0240801387016
-752998.0,226,840.2424995444294,222.91369678289348
-752516.0,221,839.7039673925423,218.09766904257367
-766706.0,222,855.5582645611717,219.06087459063764
-774624.0,224,864.4049400355344,220.98728568676555
-769802.0,224,859.017383943418,220.98728568676555
-773496.0,221,863.1446407257237,218.09766904257367
-780354.0,221,870.8069923805834,218.09766904257367
-785972.0,222,877.0839086239492,219.06087459063764
-784274.0,223,875.1867559395001,220.0240801387016
-784220.0,222,875.1264224619028,219.06087459063764
-790262.0,224,881.8770682330698,220.98728568676555
-795568.0,224,887.8053910503177,220.98728568676555
-793310.0,230,885.2825578574519,226.7665189751493
-798580.0,226,891.1706583563016,222.91369678289348
-801834.0,226,894.8063090248513,222.91369678289348
-805312.0,224,898.6922318967677,220.98728568676555
-804354.0,226,897.6218713127263,222.91369678289348
-808468.0,225,902.2183884763444,221.9504912348295
-812518.0,229,906.7433992961436,225.80331342708533
-813964.0,226,908.3589957518051,222.91369678289348
-812170.0,227,906.3545835516275,223.87690233095742
-817972.0,233,912.8370805334729,229.65613561934117
-816550.0,234,911.2482989567435,230.6193411674051
-823936.0,226,919.5005779481104,222.91369678289348
-823938.0,230,919.5028125213548,226.7665189751493
-821512.0,228,916.792275175964,224.8401078790214
-827434.0,230,923.4088465524702,226.7665189751493
-833324.0,231,929.989664757067,227.72972452321326
-835702.0,231,932.6465723445934,227.72972452321326
-830936.0,229,927.3215843033188,225.80331342708533
-836310.0,234,933.3258826108745,230.6193411674051
-843076.0,233,940.8854438964944,229.65613561934117
-844234.0,233,942.1792618049702,229.65613561934117
-845696.0,233,943.8127348465865,229.65613561934117
-851994.0,234,950.8494059930297,230.6193411674051
-851860.0,235,950.6996895856586,231.58254671546908
-847858.0,233,946.2283085237237,229.65613561934117
-854328.0,233,953.4571529691806,229.65613561934117
-859966.0,237,959.7564149449898,233.50895781159699
-859244.0,236,958.9497340037811,232.54575226353305
-856598.0,237,955.9933936015125,233.50895781159699
-862912.0,234,963.0479413339103,230.6193411674051
-869534.0,235,970.4466133459373,231.58254671546908
-866080.0,232,966.5875053529531,228.6929300712772
-862806.0,234,962.9295089519601,230.6193411674051
-861536.0,236,961.5105549418008,232.54575226353305
-860026.0,238,959.8234521423202,234.47216335966095
-865612.0,233,966.0646152137763,229.65613561934117
-873098.0,238,974.4286228673606,234.47216335966095
-877496.0,237,979.3424494316757,233.50895781159699
-875378.0,241,976.9760363659141,237.36178000385283
-883120.0,235,985.6260693947746,231.58254671546908
-888862.0,240,992.0415291792897,236.39857445578886
-881620.0,239,983.9501394615156,235.43536890772492
-889198.0,242,992.4169374843397,238.32498555191677
-889744.0,242,993.0269759800459,238.32498555191677
-892522.0,242,996.1307982164415,238.32498555191677
-892192.0,241,995.7620936311245,237.36178000385283
-898042.0,241,1002.2982203708343,237.36178000385283
-897724.0,239,1001.9429232249835,235.43536890772492
-902486.0,242,1007.2634421197694,238.32498555191677
-897032.0,242,1001.1697608824398,238.32498555191677
-906230.0,245,1011.4465632331837,241.21460219610864
-903236.0,244,1008.1014070863988,240.2513966480447
-901202.0,244,1005.8288460968997,240.2513966480447
-900024.0,245,1004.5126824559804,241.21460219610864
-898998.0,244,1003.3663463816314,240.2513966480447
-898556.0,243,1002.8725056946311,239.28819109998074
-897878.0,246,1002.1149853647979,242.1778077441726
-907048.0,243,1012.3605036901208,239.28819109998074
-914810.0,244,1021.0328824514247,240.2513966480447
-916640.0,245,1023.0775169700005,241.21460219610864
-917902.0,245,1024.4875326871825,241.21460219610864
-924416.0,248,1031.7655377440149,244.10421884030052
-924294.0,246,1031.6292287761098,242.1778077441726
-925860.0,246,1033.378899626432,242.1778077441726
-926738.0,245,1034.3598772806997,241.21460219610864
-933080.0,248,1041.4457090385185,244.10421884030052
-929158.0,243,1037.0637109063575,239.28819109998074
-928200.0,251,1035.993350322316,246.99383548449237
-931782.0,247,1039.9954710029383,243.14101329223655
-941324.0,248,1050.6566199517094,244.10421884030052
-933778.0,248,1042.225575100795,244.10421884030052
-930784.0,246,1038.88041895401,242.1778077441726
-929218.0,247,1037.1307481036877,243.14101329223655
-933816.0,250,1042.2680319924375,246.03062993642843
-940854.0,252,1050.1314952392884,247.95704103255633
-940168.0,247,1049.365036616478,243.14101329223655
-942382.0,247,1051.838709197968,243.14101329223655
-943784.0,246,1053.4051450422542,242.1778077441726
-944966.0,248,1054.725777829662,244.10421884030052
-944144.0,251,1053.8073682262361,246.99383548449237
-943174.0,248,1052.723600202729,244.10421884030052
-946608.0,250,1056.5603624632695,246.03062993642843
-948662.0,250,1058.8552691852121,246.03062993642843
-949584.0,250,1059.8854074508552,246.03062993642843
-951686.0,254,1062.233943930662,249.88345212868424
-953396.0,252,1064.1445040545773,247.95704103255633
-957450.0,251,1068.673984020865,246.99383548449237
-956824.0,251,1067.974562595385,246.99383548449237
-957958.0,258,1069.2415656249289,253.73627432094005
-961004.0,251,1072.6448206760665,246.99383548449237
-959806.0,250,1071.3063113027038,246.03062993642843
-964528.0,256,1076.5821387326027,251.80986322481215
-966310.0,251,1078.5731434933143,246.99383548449237
-964944.0,255,1077.0469299674266,250.84665767674818
-968446.0,258,1080.959667718275,253.73627432094005
-968248.0,250,1080.738444967085,246.03062993642843
-971486.0,256,1084.3562190496798,251.80986322481215
-968864.0,257,1081.4266935263431,252.77306877287612
-973566.0,252,1086.6801752237989,247.95704103255633
-973512.0,257,1086.6198417462017,252.77306877287612
-968586.0,262,1081.1160878453793,257.5890965131959
-967080.0,257,1079.4334541923872,252.77306877287612
-977658.0,258,1091.2521120817291,253.73627432094005
-970568.0,255,1083.3305499305254,250.84665767674818
-973434.0,254,1086.5326933896722,249.88345212868424
-976220.0,258,1089.645453919045,253.73627432094005
-974646.0,252,1087.8868447757454,247.95704103255633
-973716.0,261,1086.847768217125,256.62589096513193
-976798.0,260,1090.2912455866608,255.66268541706796
-977856.0,257,1091.4733348329194,252.77306877287612
-976914.0,260,1090.420850834833,255.66268541706796
-978496.0,262,1092.18839827111,257.5890965131959
-978662.0,261,1092.3738678503905,256.62589096513193
-979552.0,255,1093.3682529441242,250.84665767674818
-979766.0,261,1093.6073522812692,256.62589096513193
-980748.0,257,1094.7045277442426,252.77306877287612
-982402.0,260,1096.5525198173161,255.66268541706796
-983000.0,261,1097.2206572173754,256.62589096513193
-983286.0,263,1097.5402011913168,258.55230206125987
-987044.0,262,1101.7389643174415,257.5890965131959
-987914.0,260,1102.7110036787315,255.66268541706796
-988052.0,260,1102.8651892325915,255.66268541706796
-987822.0,262,1102.6082133094917,257.5890965131959
-987932.0,264,1102.7311148379306,259.5155076093238
-988958.0,260,1103.8774509122798,255.66268541706796
-990216.0,263,1105.282997482973,258.55230206125987
-989694.0,262,1104.699773866199,257.5890965131959
-997100.0,262,1112.9743985900093,257.5890965131959
-996550.0,262,1112.3598909478144,257.5890965131959
-995728.0,262,1111.4414813443884,257.5890965131959
-998150.0,262,1114.1475495432906,257.5890965131959
-1000748.0,267,1117.050260187695,262.4051242535157
-1001782.0,265,1118.2055345550214,260.47871315738774
-1000260.0,260,1116.5050243160747,255.66268541706796
-1004170.0,264,1120.8736150087698,259.5155076093238
-1006100.0,263,1123.0299781895628,258.55230206125987
-1007602.0,263,1124.708142696066,258.55230206125987
-1006404.0,263,1123.3696333227033,258.55230206125987
-1009458.0,267,1126.7818266668185,262.4051242535157
-1010056.0,260,1127.4499640668776,255.66268541706796
-1011142.0,270,1128.663337338557,265.2947408977075
-1009560.0,267,1126.89578990228,262.4051242535157
-1014974.0,265,1132.9447796747227,260.47871315738774
-1016500.0,265,1134.649759060158,260.47871315738774
-1015874.0,271,1133.950337634678,266.2579464457715
-1016928.0,266,1135.1279577344478,261.4419187054517
-1018490.0,267,1136.8731594382816,262.4051242535157
-1014684.0,267,1132.6207665542925,262.4051242535157
-1012742.0,271,1130.4509959340332,266.2579464457715
-1018528.0,269,1136.915616329924,264.33153534964356
-1018790.0,270,1137.2083454249332,265.2947408977075
-1023600.0,270,1142.5824940775835,265.2947408977075
-1026218.0,273,1145.5075504544313,268.18435754189943
-1026648.0,267,1145.9879837019657,262.4051242535157
-1026998.0,272,1146.379034019726,267.22115199383546
-1026976.0,272,1146.3544537140383,267.22115199383546
-1029786.0,273,1149.4940291223434,268.18435754189943
-1029484.0,271,1149.1566085624472,266.2579464457715
-1032310.0,274,1152.314060556707,269.14756308996334
-1034308.0,274,1154.546399227808,269.14756308996334
-1035862.0,274,1156.2826626386643,269.14756308996334
-1034364.0,273,1154.6089672786495,268.18435754189943
-1038678.0,273,1159.4289417667023,268.18435754189943
-1041820.0,273,1162.9394563335686,268.18435754189943
-1041862.0,272,1162.9863823716998,267.22115199383546
-1042160.0,274,1163.3193337851073,269.14756308996334
-1044038.0,275,1165.4175980615476,270.1107686380273
-1044072.0,273,1165.4555858067013,268.18435754189943
-1044986.0,279,1166.4767857793672,273.9635908302832
-1042692.0,275,1163.913730268103,270.1107686380273
-1042362.0,279,1163.5450256827862,273.9635908302832
-1042308.0,279,1163.4846922051888,273.9635908302832
-1044450.0,273,1165.8779201498826,268.18435754189943
-1048092.0,272,1169.9470780278352,267.22115199383546
-1043358.0,280,1164.65784315847,274.9267963783471
-1043856.0,279,1165.2142518963121,273.9635908302832
-1046306.0,276,1167.951604120635,271.0739741860913
-1045896.0,277,1167.493516605544,272.03717973415525
-1046786.0,281,1168.4879016992777,275.89000192641106
-1046912.0,276,1168.6286798136716,271.0739741860913
-1046534.0,275,1168.2063454704903,270.1107686380273
-1046708.0,269,1168.4007533427484,264.33153534964356
-1047430.0,275,1169.2074342839571,270.1107686380273
-1045244.0,275,1166.7650457278876,270.1107686380273
-1043878.0,273,1165.238832202,268.18435754189943
-1043068.0,276,1164.33383003804,271.0739741860913
-1046522.0,276,1168.1929380310244,271.0739741860913
-1048344.0,278,1170.2286342566229,273.0003852822192
-1048070.0,274,1169.9224977221475,269.14756308996334
-1049680.0,280,1171.7213291838455,274.9267963783471
-1050906.0,275,1173.091122582629,270.1107686380273
-1052236.0,281,1174.5771137901186,275.89000192641106
-1052866.0,277,1175.2810043620873,272.03717973415525
-1052940.0,278,1175.3636835721281,273.0003852822192
-1050946.0,282,1173.135814047516,276.853207474475
-1054452.0,279,1177.0530209448532,273.9635908302832
-1053606.0,283,1176.1077964624951,277.816413022539
-1053600.0,279,1176.101092742762,273.9635908302832
-1054758.0,281,1177.394910651238,275.89000192641106
-1054592.0,285,1177.2094410719574,279.7428241186669
-1054498.0,279,1177.104416129473,273.9635908302832
-1054536.0,279,1177.1468730211157,273.9635908302832
-1054690.0,285,1177.31893516093,279.7428241186669
-1057048.0,284,1179.9534970160132,278.77961857060296
-1054878.0,287,1177.5289850458987,281.6692352147948
-1057012.0,282,1179.913274697615,276.853207474475
-1054426.0,276,1177.0239714926765,271.0739741860913
-1052536.0,285,1174.9122997767704,279.7428241186669
-1051602.0,278,1173.8687540716612,273.0003852822192
-1050772.0,283,1172.941406175258,277.816413022539
-1056194.0,278,1178.9993342406779,273.0003852822192
-1056212.0,280,1179.0194453998768,274.9267963783471
-1056186.0,283,1178.9903959477003,277.816413022539
-1056876.0,282,1179.7613237169994,276.853207474475
-1055074.0,285,1177.7479732238444,279.7428241186669
-1053964.0,280,1176.507785073233,274.9267963783471
-1060366.0,286,1183.660654028382,280.70602966673084
-1061056.0,285,1184.431581797681,279.7428241186669
-1061198.0,280,1184.5902364980295,274.9267963783471
-1062928.0,285,1186.5231423543883,279.7428241186669
-1058734.0,279,1181.8372422609962,273.9635908302832
